"feature","selection_frequency","mean_coefficient","sd_coefficient","is_stable"
"AT1G80315",0.75,0.156616554065341,0.143320665180771,TRUE
"AT1G77950",0.75,-0.157520795843586,0.146966881329557,TRUE
"AT5G63195",0.733333333333333,-0.147732049255695,0.137270094705709,TRUE
"AT1G54050",0.716666666666667,0.166390684316993,0.223968075208194,TRUE
"AT5G57540",0.716666666666667,0.136928443210013,0.147875178790308,TRUE
"AT5G48570",0.7,0.106476618728503,0.0992365128408679,TRUE
"AT3G05727",0.683333333333333,0.119233813489951,0.114099969027079,TRUE
"AT4G22517",0.683333333333333,0.0688880005522959,0.0757481572752751,TRUE
"AT1G64370",0.683333333333333,-0.121048930612789,0.124762043660153,TRUE
"AT4G09420",0.683333333333333,-0.10869628029086,0.130488048709333,TRUE
"AT2G22510",0.666666666666667,-0.131645312120171,0.125737009241222,TRUE
"AT3G52720",0.666666666666667,0.106086308990498,0.12185635513741,TRUE
"AT5G59720",0.666666666666667,0.128707833428933,0.133848379899358,TRUE
"AT4G13505",0.666666666666667,-0.0935619573634032,0.108933460541233,TRUE
"AT4G22460",0.666666666666667,0.163487897661428,0.166372478120698,TRUE
"AT1G25145",0.65,-0.104547919949217,0.108060737787969,TRUE
"AT2G02990",0.65,-0.112179791547867,0.127211435644261,TRUE
"AT3G01345",0.65,0.124884664614932,0.131398769934519,TRUE
"AT2G18270",0.65,-0.124339838320669,0.151231739788055,TRUE
"AT2G38750",0.65,-0.0808729926160163,0.093470086730149,TRUE
"AT2G05510",0.633333333333333,0.122605077029906,0.132255178437983,TRUE
"AT5G50580",0.633333333333333,0.0661944322221258,0.0796603406821527,TRUE
"AT3G46230",0.616666666666667,0.0947943898533045,0.109649037056016,TRUE
"AT4G22520",0.616666666666667,0.0962737625126977,0.103150335428183,TRUE
"AT3G22830",0.616666666666667,0.11315337206501,0.129731726035041,TRUE
"AT3G57020",0.6,-0.0790744901961398,0.0944156448301399,TRUE
"AT4G19690",0.6,-0.0888767330270804,0.108442466051699,TRUE
"AT2G47530",0.6,0.102741636069767,0.119697373567753,TRUE
"AT3G01260",0.6,-0.116615799316481,0.156562233077359,TRUE
"AT5G13930",0.583333333333333,-0.0974003027798068,0.128226023268181,TRUE
"AT1G54040",0.583333333333333,-0.0917118964098122,0.101153169567441,TRUE
"AT1G80130",0.583333333333333,0.107970747840067,0.138629712019946,TRUE
"AT4G12870",0.583333333333333,0.102556123534601,0.12741790185655,TRUE
"AT2G26010",0.583333333333333,-0.0889810411130793,0.109938479417871,TRUE
"AT4G09695",0.566666666666667,-0.0786752375944816,0.101207666432342,TRUE
"AT3G21720",0.566666666666667,0.123571472670018,0.155812958219679,TRUE
"AT3G46700",0.566666666666667,-0.0815929508510182,0.0942804888643863,TRUE
"AT1G60190",0.566666666666667,0.0683808159385422,0.0830242201155227,TRUE
"AT4G11650",0.55,0.0874919038331606,0.11517557730836,TRUE
"AT2G38790",0.55,-0.093101063606219,0.151544257775186,TRUE
"AT4G27560",0.55,0.138994766209656,0.183708545758881,TRUE
"AT2G36790",0.55,-0.133383109999828,0.205614666939128,TRUE
"AT4G25200",0.533333333333333,0.0507594175190019,0.0696289280545395,TRUE
"AT5G23220",0.533333333333333,0.0587111382476042,0.0756637474199577,TRUE
"AT4G13390",0.533333333333333,0.126742234319416,0.189701415799261,TRUE
"AT3G51240",0.533333333333333,-0.175900312189827,0.213618547549976,TRUE
"AT3G44326",0.533333333333333,0.102782553304134,0.13753615884063,TRUE
"AT1G66800",0.533333333333333,-0.0811050311491849,0.109903259513615,TRUE
"AT1G51270",0.533333333333333,-0.0920229213844498,0.138141151310409,TRUE
"AT2G42540",0.516666666666667,-0.127091582517458,0.181207724034797,TRUE
"AT2G30766",0.516666666666667,-0.0727479135046809,0.103195647849359,TRUE
"AT3G29670",0.516666666666667,-0.0374228445689768,0.052679027006349,TRUE
"AT5G65800",0.516666666666667,0.0636609589008492,0.0972581295661785,TRUE
"AT2G07633",0.516666666666667,-0.0732219358032242,0.0963462798884626,TRUE
"AT1G13430",0.5,0.0509894324843641,0.0748059003703664,TRUE
"AT2G23110",0.5,0.0663806905007826,0.0865782990984221,TRUE
"AT5G38550",0.5,0.0600470835868784,0.0911475281549604,TRUE
